Filename,Date,Time,Img
pondeli_05_e1_polymer_vsechny_bricho_d15_2020-09-22_11-27-00-MWL-Ex(750)-Em(830)_Frgrnd,09/22/2020,11:28:28,Frgrnd
pondeli_05_e1_polymer_vsechny_bricho_d180_2021-03-09_14-03-35-MWL-Ex(750)-Em(830)_Frgrnd,03/09/2021,14:05:04,Frgrnd
pondeli_05_e1_polymer_vsechny_bricho_d245_2021-05-13_13-19-19-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,13:20:49,Frgrnd
pondeli_05_e1_polymer_vsechny_bricho_d29_2020-10-06_10-11-47-MWL-Ex(750)-Em(830)_Frgrnd,10/06/2020,10:13:16,Frgrnd
pondeli_05_e1_polymer_vsechny_bricho_d57_2020-11-03_13-14-05-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,13:15:29,Frgrnd
pondeli_05_e1_polymer_vsechny_Bricho_d70_2020-11-16_19-30-32-MWL-Ex(750)-Em(830)_Frgrnd,11/16/2020,19:32:00,Frgrnd
pondeli_05_e1_polymer_vsechny_bricho_d85_2020-12-02_13-56-28-MWL-Ex(750)-Em(830)_Frgrnd,12/02/2020,13:57:56,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_24h_2020-09-08_15-03-40-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:05:09,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_48h_2020-09-09_14-59-20-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,15:00:48,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_72h_2020-09-10_12-03-17-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,12:04:46,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d07_2020-09-14_16-26-59-MWL-Ex(750)-Em(830)_Frgrnd,09/14/2020,16:28:27,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d120_2021-01-08_12-36-58-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,12:38:25,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d150_2021-02-04_11-02-23-MWL-Ex(750)-Em(830)_Frgrnd,02/04/2021,11:03:51,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d15_2020-09-22_11-30-09-MWL-Ex(750)-Em(830)_Frgrnd,09/22/2020,11:31:37,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d180_2021-03-09_14-06-31-MWL-Ex(750)-Em(830)_Frgrnd,03/09/2021,14:08:00,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d245_2021-05-13_13-22-13-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,13:23:41,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d29_2020-10-06_10-16-00-MWL-Ex(750)-Em(830)_Frgrnd,10/06/2020,10:17:29,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d57_2020-11-03_13-17-03-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,13:18:32,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d70_2020-11-16_19-34-17-MWL-Ex(750)-Em(830)_Frgrnd,11/16/2020,19:35:45,Frgrnd
pondeli_05_e1_polymer_vsechny_l_bok_d85_2020-12-02_14-00-00-MWL-Ex(750)-Em(830)_Frgrnd,12/02/2020,14:01:28,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_24h_2020-09-08_15-06-37-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:08:05,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_24h_2020-09-08_15-09-33-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:11:01,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_48h_2020-09-09_15-02-27-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,15:03:56,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_48h_2020-09-09_15-06-02-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,15:07:30,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_72h_2020-09-10_12-06-32-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,12:08:01,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_72h_2020-09-10_12-09-23-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,12:10:52,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d07_2020-09-14_16-30-21-MWL-Ex(750)-Em(830)_Frgrnd,09/14/2020,16:31:50,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d07_2020-09-14_16-33-46-MWL-Ex(750)-Em(830)_Frgrnd,09/14/2020,16:35:14,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d120_2021-01-08_12-27-22-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,12:28:49,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d120_2021-01-08_12-30-27-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,12:31:54,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d150_2021-02-04_11-05-37-MWL-Ex(750)-Em(830)_Frgrnd,02/04/2021,11:07:07,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d150_2021-02-04_11-09-42-MWL-Ex(750)-Em(830)_Frgrnd,02/04/2021,11:11:10,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d15_2020-09-22_11-34-23-MWL-Ex(750)-Em(830)_Frgrnd,09/22/2020,11:35:51,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d15_2020-09-22_11-37-55-MWL-Ex(750)-Em(830)_Frgrnd,09/22/2020,11:39:24,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d180_2021-03-09_14-09-29-MWL-Ex(750)-Em(830)_Frgrnd,03/09/2021,14:10:58,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d180_2021-03-09_14-14-15-MWL-Ex(750)-Em(830)_Frgrnd,03/09/2021,14:15:43,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d245_2021-05-13_13-25-09-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,13:26:37,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d245_2021-05-13_13-28-05-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,13:29:34,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d29_2020-10-06_10-23-05-MWL-Ex(750)-Em(830)_Frgrnd,10/06/2020,10:24:34,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d29_2020-10-06_10-26-48-MWL-Ex(750)-Em(830)_Frgrnd,10/06/2020,10:28:16,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d57_2020-11-03_13-20-15-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,13:21:43,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d57_2020-11-03_13-23-07-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,13:24:36,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d70_2020-11-16_19-41-01-MWL-Ex(750)-Em(830)_Frgrnd,11/16/2020,19:42:30,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d70_2020-11-16_19-58-29-MWL-Ex(750)-Em(830)_Frgrnd,11/16/2020,20:00:23,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d85_2020-12-02_14-03-05-MWL-Ex(750)-Em(830)_Frgrnd,12/02/2020,14:04:33,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d85_2020-12-02_14-06-32-MWL-Ex(750)-Em(830)_Frgrnd,12/02/2020,14:08:01,Frgrnd
pondeli_05_e1_polymer_vsechny_p_bok_d85_2020-12-02_14-10-31-MWL-Ex(750)-Em(830)_Frgrnd,12/02/2020,14:11:59,Frgrnd
streda_12_cy7_mys01_bricho_00h_2020-09-09_09-00-44-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,09:02:12,Frgrnd
streda_12_cy7_mys01_bricho_05h_2020-09-09_13-59-23-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:00:51,Frgrnd
streda_12_cy7_mys01_l_bok_00h_2020-09-09_08-58-02-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,08:59:16,Frgrnd
streda_12_cy7_mys01_l_bok_05h_2020-09-09_14-02-19-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:03:48,Frgrnd
streda_12_cy7_mys01_p_bok_00h_2020-09-09_09-04-04-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,09:05:32,Frgrnd
streda_12_cy7_mys01_p_bok_00h_2020-09-09_09-06-53-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,09:08:21,Frgrnd
streda_12_cy7_mys01_p_bok_05h_2020-09-09_14-05-56-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:07:25,Frgrnd
streda_12_cy7_mys01_p_bok_05h_2020-09-09_14-08-45-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:10:14,Frgrnd
streda_12_cy7_mys02_bricho_00h_2020-09-09_09-38-22-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,09:39:52,Frgrnd
streda_12_cy7_mys02_bricho_05h_2020-09-09_14-30-11-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:31:40,Frgrnd
streda_12_cy7_mys02_l_bok_00h_2020-09-09_09-41-18-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,09:42:46,Frgrnd
streda_12_cy7_mys02_l_bok_05h_2020-09-09_14-32-58-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:34:26,Frgrnd
streda_12_cy7_mys02_p_bok_00h_2020-09-09_09-44-11-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,09:45:39,Frgrnd
streda_12_cy7_mys02_p_bok_00h_2020-09-09_09-47-21-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,09:48:49,Frgrnd
streda_12_cy7_mys02_p_bok_05h_2020-09-09_14-41-45-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:43:24,Frgrnd
streda_12_cy7_mys02_p_bok_05h_2020-09-09_14-44-34-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:46:13,Frgrnd
streda_12_cy7_mys03_bricho_00h_2020-09-09_09-54-09-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,09:55:37,Frgrnd
streda_12_cy7_mys03_bricho_05h_2020-09-09_15-17-36-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,15:19:04,Frgrnd
streda_12_cy7_mys03_l_bok_00h_2020-09-09_09-57-21-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,09:58:49,Frgrnd
streda_12_cy7_mys03_l_bok_05h_2020-09-09_15-20-12-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,15:21:41,Frgrnd
streda_12_cy7_mys03_p_bok_00h_2020-09-09_10-00-48-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,10:02:17,Frgrnd
streda_12_cy7_mys03_p_bok_00h_2020-09-09_10-04-00-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,10:05:28,Frgrnd
streda_12_cy7_mys03_p_bok_05h_2020-09-09_15-22-55-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,15:24:23,Frgrnd
streda_12_cy7_mys03_p_bok_05h_2020-09-09_15-25-32-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,15:27:01,Frgrnd
streda_12_cy7_vsechny_bricho_24h_2020-09-10_09-25-41-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,09:27:36,Frgrnd
streda_12_cy7_vsechny_bricho_48h_2020-09-11_09-20-18-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,09:21:47,Frgrnd
streda_12_cy7_vsechny_bricho_d05_2020-09-14_16-39-05-MWL-Ex(750)-Em(830)_Frgrnd,09/14/2020,16:40:33,Frgrnd
streda_12_cy7_vsechny_bricho_d06_2020-09-15_10-20-11-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,10:21:39,Frgrnd
streda_12_cy7_vsechny_bricho_d120_2021-01-08_10-47-37-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,10:49:32,Frgrnd
streda_12_cy7_vsechny_bricho_d150_2021-02-05_14-51-00-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,14:52:28,Frgrnd
streda_12_cy7_vsechny_bricho_d15_2020-09-24_12-06-38-MWL-Ex(750)-Em(830)_Frgrnd,09/24/2020,12:08:07,Frgrnd
streda_12_cy7_vsechny_bricho_d180_2021-03-11_14-42-31-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,14:43:59,Frgrnd
streda_12_cy7_vsechny_bricho_d245_2021-05-13_15-00-02-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,15:01:56,Frgrnd
streda_12_cy7_vsechny_bricho_d29_2020-10-08_15-11-21-MWL-Ex(750)-Em(830)_Frgrnd,10/08/2020,15:12:49,Frgrnd
streda_12_cy7_vsechny_bricho_d57_2020-11-05_16-01-22-MWL-Ex(750)-Em(830)_Frgrnd,11/05/2020,16:03:17,Frgrnd
streda_12_cy7_vsechny_bricho_d70_2020-11-17_19-21-01-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,19:22:29,Frgrnd
streda_12_cy7_vsechny_bricho_d85_2020-12-03_12-58-38-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,13:00:07,Frgrnd
streda_12_cy7_vsechny_l_bok_24h_2020-09-10_09-29-33-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,09:31:02,Frgrnd
streda_12_cy7_vsechny_l_bok_24h_2020-09-10_09-32-49-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,09:34:17,Frgrnd
streda_12_cy7_vsechny_l_bok_48h_2020-09-11_09-24-37-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,09:26:06,Frgrnd
streda_12_cy7_vsechny_l_bok_d05_2020-09-14_16-42-38-MWL-Ex(750)-Em(830)_Frgrnd,09/14/2020,16:44:07,Frgrnd
streda_12_cy7_vsechny_l_bok_d06_2020-09-15_10-26-20-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,10:27:49,Frgrnd
streda_12_cy7_vsechny_l_bok_d120_2021-01-08_11-01-45-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,11:03:12,Frgrnd
streda_12_cy7_vsechny_l_bok_d150_2021-02-05_14-54-13-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,14:55:44,Frgrnd
streda_12_cy7_vsechny_l_bok_d15_2020-09-24_12-09-44-MWL-Ex(750)-Em(830)_Frgrnd,09/24/2020,12:11:12,Frgrnd
streda_12_cy7_vsechny_l_bok_d180_2021-03-11_14-39-08-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,14:40:36,Frgrnd
streda_12_cy7_vsechny_l_bok_d245_2021-05-13_15-03-18-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,15:04:47,Frgrnd
streda_12_cy7_vsechny_l_bok_d29_2020-10-08_15-14-25-MWL-Ex(750)-Em(830)_Frgrnd,10/08/2020,15:15:53,Frgrnd
streda_12_cy7_vsechny_l_bok_d57_2020-11-05_16-14-05-MWL-Ex(750)-Em(830)_Frgrnd,11/05/2020,16:15:35,Frgrnd
streda_12_cy7_vsechny_l_bok_d70_2020-11-17_19-24-56-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,19:26:25,Frgrnd
streda_12_cy7_vsechny_l_bok_d85_2020-12-03_13-02-22-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,13:03:51,Frgrnd
streda_12_cy7_vsechny_p_bok_24h_2020-09-10_09-38-25-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,09:40:03,Frgrnd
streda_12_cy7_vsechny_p_bok_24h_2020-09-10_09-42-04-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,09:43:43,Frgrnd
streda_12_cy7_vsechny_p_bok_48h_2020-09-11_09-37-54-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,09:39:28,Frgrnd
streda_12_cy7_vsechny_p_bok_d05_2020-09-14_16-46-07-MWL-Ex(750)-Em(830)_Frgrnd,09/14/2020,16:47:36,Frgrnd
streda_12_cy7_vsechny_p_bok_d05_2020-09-14_16-49-37-MWL-Ex(750)-Em(830)_Frgrnd,09/14/2020,16:51:06,Frgrnd
streda_12_cy7_vsechny_p_bok_d06_2020-09-15_10-33-45-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,10:35:13,Frgrnd
streda_12_cy7_vsechny_p_bok_d06_2020-09-15_10-37-26-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,10:38:54,Frgrnd
streda_12_cy7_vsechny_p_bok_d120_2021-01-08_10-58-50-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,11:00:17,Frgrnd
streda_12_cy7_vsechny_p_bok_d120_2021-01-08_11-09-14-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,11:10:25,Frgrnd
streda_12_cy7_vsechny_p_bok_d150_2021-02-05_14-57-21-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,14:58:50,Frgrnd
streda_12_cy7_vsechny_p_bok_d15_2020-09-24_12-33-48-MWL-Ex(750)-Em(830)_Frgrnd,09/24/2020,12:35:43,Frgrnd
streda_12_cy7_vsechny_p_bok_d15_2020-09-24_12-38-42-MWL-Ex(750)-Em(830)_Frgrnd,09/24/2020,12:40:11,Frgrnd
streda_12_cy7_vsechny_p_bok_d180_2021-03-11_14-32-34-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,14:34:29,Frgrnd
streda_12_cy7_vsechny_p_bok_d180_2021-03-11_14-36-30-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,14:37:59,Frgrnd
streda_12_cy7_vsechny_p_bok_d245_2021-05-13_15-06-06-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,15:07:35,Frgrnd
streda_12_cy7_vsechny_p_bok_d245_2021-05-13_15-08-44-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,15:10:12,Frgrnd
streda_12_cy7_vsechny_p_bok_d29_2020-10-08_15-17-36-MWL-Ex(750)-Em(830)_Frgrnd,10/08/2020,15:19:05,Frgrnd
streda_12_cy7_vsechny_p_bok_d29_2020-10-08_15-21-41-MWL-Ex(750)-Em(830)_Frgrnd,10/08/2020,15:23:09,Frgrnd
streda_12_cy7_vsechny_p_bok_d57_2020-11-05_16-06-28-MWL-Ex(750)-Em(830)_Frgrnd,11/05/2020,16:07:57,Frgrnd
streda_12_cy7_vsechny_p_bok_d57_2020-11-05_16-10-10-MWL-Ex(750)-Em(830)_Frgrnd,11/05/2020,16:11:38,Frgrnd
streda_12_cy7_vsechny_p_bok_d70_2020-11-17_19-28-40-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,19:30:08,Frgrnd
streda_12_cy7_vsechny_p_bok_d70_2020-11-17_19-32-21-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,19:33:49,Frgrnd
streda_12_cy7_vsechny_p_bok_d85_2020-12-03_13-06-13-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,13:07:41,Frgrnd
streda_12_cy7_vsechny_p_bok_d85_2020-12-03_13-09-25-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,13:10:54,Frgrnd
streda_13_fyzak_vsechny_bricho_d150_2021-02-09_14-09-24-MWL-Ex(750)-Em(830)_Frgrnd,02/09/2021,14:10:53,Frgrnd
streda_13_fyzak_vsechny_l_bok_00h_2020-09-09_14-19-15-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:20:43,Frgrnd
streda_13_fyzak_vsechny_l_bok_d150_2021-02-09_14-12-25-MWL-Ex(750)-Em(830)_Frgrnd,02/09/2021,14:13:53,Frgrnd
streda_13_fyzak_vsechny_p_bok_00h_2020-09-09_14-22-19-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,14:23:47,Frgrnd
streda_13_fyzak_vsechny_p_bok_05h_2020-09-09_15-48-05-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,15:49:34,Frgrnd
streda_13_fyzak_vsechny_p_bok_24h_2020-09-10_09-52-51-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,09:54:19,Frgrnd
streda_13_fyzak_vsechny_p_bok_48h_2020-09-11_09-13-12-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,09:15:07,Frgrnd
streda_13_fyzak_vsechny_p_bok_d05_2020-09-14_14-58-11-MWL-Ex(750)-Em(830)_Frgrnd,09/14/2020,15:00:06,Frgrnd
streda_13_fyzak_vsechny_p_bok_d120_2021-01-14_12-32-54-MWL-Ex(750)-Em(830)_Frgrnd,01/14/2021,12:34:48,Frgrnd
streda_13_fyzak_vsechny_p_bok_d150_2021-02-09_14-15-14-MWL-Ex(750)-Em(830)_Frgrnd,02/09/2021,14:16:43,Frgrnd
streda_13_fyzak_vsechny_p_bok_d15_2020-09-23_10-07-54-MWL-Ex(750)-Em(830)_Frgrnd,09/23/2020,10:09:49,Frgrnd
streda_13_fyzak_vsechny_p_bok_d180_2021-03-11_13-49-12-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,13:50:41,Frgrnd
streda_13_fyzak_vsechny_p_bok_d180_2021-03-11_13-52-46-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,13:54:14,Frgrnd
streda_13_fyzak_vsechny_p_bok_d29_2020-10-08_14-58-28-MWL-Ex(750)-Em(830)_Frgrnd,10/08/2020,14:59:39,Frgrnd
streda_13_fyzak_vsechny_p_bok_d57_2020-11-05_09-24-39-MWL-Ex(750)-Em(830)_Frgrnd,11/05/2020,09:26:07,Frgrnd
streda_13_fyzak_vsechny_p_bok_d70_2020-11-16_20-47-19-MWL-Ex(750)-Em(830)_Frgrnd,11/16/2020,20:49:13,Frgrnd
streda_13_fyzak_vsechny_p_bok_d70_2020-11-16_20-51-23-MWL-Ex(750)-Em(830)_Frgrnd,11/16/2020,20:52:52,Frgrnd
streda_13_fyzak_vsechny_p_bok_d85_2020-12-03_12-35-17-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,12:36:46,Frgrnd
utery_06_e2_polymer_mys01_bricho_00h_2020-09-08_09-19-27-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,09:21:22,Frgrnd
utery_06_e2_polymer_mys01_bricho_05h_2020-09-08_14-50-50-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,14:52:19,Frgrnd
utery_06_e2_polymer_mys01_l_bok_00h_2020-09-08_09-22-31-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,09:23:59,Frgrnd
utery_06_e2_polymer_mys01_l_bok_05h_2020-09-08_14-53-24-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,14:54:52,Frgrnd
utery_06_e2_polymer_mys01_p_bok_00h_2020-09-08_09-26-03-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,09:27:31,Frgrnd
utery_06_e2_polymer_mys01_p_bok_00h_2020-09-08_09-29-01-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,09:30:29,Frgrnd
utery_06_e2_polymer_mys01_p_bok_05h_2020-09-08_14-41-51-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,14:43:19,Frgrnd
utery_06_e2_polymer_mys01_p_bok_05h_2020-09-08_14-47-05-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,14:48:35,Frgrnd
utery_06_e2_polymer_mys02_bricho_00h_2020-09-08_09-48-46-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,09:50:40,Frgrnd
utery_06_e2_polymer_mys02_l_bok_00h_2020-09-08_09-51-49-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,09:53:18,Frgrnd
utery_06_e2_polymer_mys02_mys03_bricho_05h_2020-09-08_15-22-27-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:23:56,Frgrnd
utery_06_e2_polymer_mys02_mys03_l_bok_05h_2020-09-08_15-25-47-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:27:15,Frgrnd
utery_06_e2_polymer_mys02_mys03_p_bok_05h_2020-09-08_15-34-50-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:36:24,Frgrnd
utery_06_e2_polymer_mys03_bricho_00h_2020-09-08_10-05-44-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,10:07:08,Frgrnd
