Filename,Date,Time,Img
utery_06_e2_polymer_mys03_l_bok_00h_2020-09-08_10-10-13-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,10:11:41,Frgrnd
utery_06_e2_polymer_mys03_l_bok_00h_2020-09-08_10-22-43-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,10:24:07,Frgrnd
utery_06_e2_polymer_mys03_p_bok_00h_2020-09-08_10-32-43-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,10:34:17,Frgrnd
utery_06_e2_polymer_vsechny_bricho_24h_2020-09-09_10-44-47-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,10:46:42,Frgrnd
utery_06_e2_polymer_vsechny_bricho_48h_2020-09-10_10-20-17-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,10:22:12,Frgrnd
utery_06_e2_polymer_vsechny_bricho_72h_2020-09-11_10-14-35-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,10:15:54,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d07_2020-09-15_10-46-39-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,10:48:07,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d120_2021-01-08_13-54-34-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,13:56:01,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d150_2021-02-05_12-53-32-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,12:54:51,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d15_2020-09-23_10-22-36-MWL-Ex(750)-Em(830)_Frgrnd,09/23/2020,10:24:04,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d180_2021-03-11_12-36-13-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,12:38:07,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d245_2021-05-13_13-36-28-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,13:37:56,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d29_2020-10-07_13-38-34-MWL-Ex(750)-Em(830)_Frgrnd,10/07/2020,13:40:29,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d57_2020-11-03_13-34-36-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,13:36:05,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d70_2020-11-17_17-46-29-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,17:47:57,Frgrnd
utery_06_e2_polymer_vsechny_bricho_d85_2020-12-03_13-20-21-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,13:21:50,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_24h_2020-09-09_10-48-16-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,10:49:45,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_48h_2020-09-10_10-24-25-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,10:25:53,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d07_2020-09-15_10-50-27-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,10:51:56,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d120_2021-01-08_13-58-47-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,14:00:14,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d150_2021-02-05_12-56-20-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,12:57:49,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d15_2020-09-23_10-32-16-MWL-Ex(750)-Em(830)_Frgrnd,09/23/2020,10:33:44,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d180_2021-03-11_12-39-55-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,12:41:23,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d245_2021-05-13_13-39-11-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,13:40:42,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d29_2020-10-07_13-42-05-MWL-Ex(750)-Em(830)_Frgrnd,10/07/2020,13:43:33,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d57_2020-11-03_13-37-39-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,13:39:08,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d70_2020-11-17_17-49-53-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,17:51:21,Frgrnd
utery_06_e2_polymer_vsechny_l_bok_d85_2020-12-03_13-25-04-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,13:26:32,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_24h_2020-09-09_10-58-59-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,11:00:38,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_24h_2020-09-09_11-02-22-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,11:04:01,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_72h_2020-09-11_10-20-02-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,10:21:41,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_72h_2020-09-11_10-23-56-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,10:25:35,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d07_2020-09-15_11-00-16-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,11:01:55,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d07_2020-09-15_11-03-54-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,11:05:32,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d120_2021-01-08_13-48-25-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,13:49:39,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d120_2021-01-08_13-51-14-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,13:52:41,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d150_2021-02-05_12-59-22-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,13:00:50,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d150_2021-02-05_13-02-40-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,13:04:09,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d15_2020-09-23_11-53-57-MWL-Ex(750)-Em(830)_Frgrnd,09/23/2020,11:55:26,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d15_2020-09-23_11-58-16-MWL-Ex(750)-Em(830)_Frgrnd,09/23/2020,11:59:44,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d180_2021-03-11_12-42-50-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,12:44:19,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d180_2021-03-11_12-46-31-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,12:47:59,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d245_2021-05-13_13-46-40-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,13:48:09,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d245_2021-05-13_13-50-19-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,13:51:47,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d29_2020-10-07_13-46-23-MWL-Ex(750)-Em(830)_Frgrnd,10/07/2020,13:47:51,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d29_2020-10-07_13-49-28-MWL-Ex(750)-Em(830)_Frgrnd,10/07/2020,13:50:57,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d57_2020-11-03_13-43-40-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,13:45:09,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d57_2020-11-03_13-47-27-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,13:48:56,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d70_2020-11-17_17-53-32-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,17:55:00,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d70_2020-11-17_17-59-46-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,18:01:14,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d85_2020-12-03_13-28-44-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,13:30:13,Frgrnd
utery_06_e2_polymer_vsechny_p_bok_d85_2020-12-03_13-31-49-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,13:33:19,Frgrnd
utery_07_i2_polymer_mys01_bricho_00h_2020-09-08_10-38-54-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,10:40:23,Frgrnd
utery_07_i2_polymer_mys01_bricho_05h_2020-09-08_15-45-01-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:46:21,Frgrnd
utery_07_i2_polymer_mys01_l_bok_00h_2020-09-08_10-41-51-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,10:43:22,Frgrnd
utery_07_i2_polymer_mys01_l_bok_05h_2020-09-08_15-47-45-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:49:13,Frgrnd
utery_07_i2_polymer_mys01_p_bok_00h_2020-09-08_10-48-43-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,10:50:12,Frgrnd
utery_07_i2_polymer_mys01_p_bok_00h_2020-09-08_10-52-41-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,10:54:09,Frgrnd
utery_07_i2_polymer_mys01_p_bok_05h_2020-09-08_15-51-02-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:52:31,Frgrnd
utery_07_i2_polymer_mys01_p_bok_05h_2020-09-08_15-53-47-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,15:55:15,Frgrnd
utery_07_i2_polymer_mys02_bricho_00h_2020-09-08_11-23-18-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,11:24:42,Frgrnd
utery_07_i2_polymer_mys02_bricho_05h_2020-09-08_17-24-50-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,17:26:18,Frgrnd
utery_07_i2_polymer_mys02_l_bok_00h_2020-09-08_11-25-59-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,11:27:27,Frgrnd
utery_07_i2_polymer_mys02_l_bok_05h_2020-09-08_17-27-47-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,17:29:15,Frgrnd
utery_07_i2_polymer_mys02_p_bok_00h_2020-09-08_11-29-06-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,11:30:34,Frgrnd
utery_07_i2_polymer_mys02_p_bok_00h_2020-09-08_11-31-48-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,11:33:17,Frgrnd
utery_07_i2_polymer_mys02_p_bok_05h_2020-09-08_17-30-58-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,17:32:26,Frgrnd
utery_07_i2_polymer_mys02_p_bok_05h_2020-09-08_17-33-57-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,17:35:26,Frgrnd
utery_07_i2_polymer_mys03_bricho_00h_2020-09-08_12-03-02-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,12:04:26,Frgrnd
utery_07_i2_polymer_mys03_bricho_05h_2020-09-08_17-44-06-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,17:45:35,Frgrnd
utery_07_i2_polymer_mys03_l_bok_00h_2020-09-08_12-05-49-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,12:07:17,Frgrnd
utery_07_i2_polymer_mys03_l_bok_05h_2020-09-08_17-47-05-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,17:48:34,Frgrnd
utery_07_i2_polymer_mys03_p_bok_00h_2020-09-08_12-09-22-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,12:10:50,Frgrnd
utery_07_i2_polymer_mys03_p_bok_00h_2020-09-08_12-12-12-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,12:13:41,Frgrnd
utery_07_i2_polymer_mys03_p_bok_05h_2020-09-08_17-51-53-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,17:53:21,Frgrnd
utery_07_i2_polymer_mys03_p_bok_05h_2020-09-08_17-55-01-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,17:56:29,Frgrnd
utery_07_i2_polymer_vsechny_bricho_24h_2020-09-09_11-40-07-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,11:41:35,Frgrnd
utery_07_i2_polymer_vsechny_bricho_48h_2020-09-10_10-45-10-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,10:46:34,Frgrnd
utery_07_i2_polymer_vsechny_bricho_72h_2020-09-11_10-30-10-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,10:31:38,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d07_2020-09-15_11-17-24-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,11:18:52,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d120_2021-01-08_14-15-43-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,14:17:11,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d150_2021-02-05_13-10-29-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,13:11:57,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d15_2020-09-23_11-00-36-MWL-Ex(750)-Em(830)_Frgrnd,09/23/2020,11:02:04,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d180_2021-03-11_12-53-10-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,12:54:39,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d245_2021-05-13_13-55-28-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,13:56:56,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d29_2020-10-07_14-14-40-MWL-Ex(750)-Em(830)_Frgrnd,10/07/2020,14:16:35,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d57_2020-11-03_13-56-24-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,13:57:52,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d70_2020-11-17_18-06-49-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,18:08:17,Frgrnd
utery_07_i2_polymer_vsechny_bricho_d85_2020-12-03_14-58-56-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,15:00:51,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_24h_2020-09-09_11-43-59-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,11:45:27,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_48h_2020-09-10_10-48-13-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,10:49:42,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_72h_2020-09-11_10-33-17-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,10:34:45,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d07_2020-09-15_11-13-59-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,11:15:13,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d120_2021-01-08_14-11-57-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,14:13:24,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d150_2021-02-05_13-13-54-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,13:15:23,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d15_2020-09-23_11-04-41-MWL-Ex(750)-Em(830)_Frgrnd,09/23/2020,11:06:10,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d180_2021-03-11_12-56-11-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,12:57:39,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d245_2021-05-13_13-58-42-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,14:00:11,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d29_2020-10-07_14-18-14-MWL-Ex(750)-Em(830)_Frgrnd,10/07/2020,14:19:42,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d57_2020-11-03_13-59-28-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,14:00:56,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d70_2020-11-17_18-16-43-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,18:18:11,Frgrnd
utery_07_i2_polymer_vsechny_l_bok_d85_2020-12-03_15-03-02-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,15:04:31,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_24h_2020-09-09_11-47-31-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,11:49:00,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_24h_2020-09-09_11-50-50-MWL-Ex(750)-Em(830)_Frgrnd,09/09/2020,11:52:18,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_48h_2020-09-10_10-52-17-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,10:53:46,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_48h_2020-09-10_10-55-40-MWL-Ex(750)-Em(830)_Frgrnd,09/10/2020,10:57:08,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_72h_2020-09-11_10-39-47-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,10:41:15,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_72h_2020-09-11_10-43-25-MWL-Ex(750)-Em(830)_Frgrnd,09/11/2020,10:44:54,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d07_2020-09-15_11-21-12-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,11:22:41,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d07_2020-09-15_11-24-28-MWL-Ex(750)-Em(830)_Frgrnd,09/15/2020,11:25:56,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d120_2021-01-08_14-04-45-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,14:06:12,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d120_2021-01-08_14-08-10-MWL-Ex(750)-Em(830)_Frgrnd,01/08/2021,14:09:38,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d150_2021-02-05_13-19-03-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,13:20:32,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d150_2021-02-05_13-22-14-MWL-Ex(750)-Em(830)_Frgrnd,02/05/2021,13:23:42,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d15_2020-09-23_11-09-33-MWL-Ex(750)-Em(830)_Frgrnd,09/23/2020,11:11:01,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d15_2020-09-23_11-13-53-MWL-Ex(750)-Em(830)_Frgrnd,09/23/2020,11:15:21,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d180_2021-03-11_12-59-10-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,13:00:41,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d180_2021-03-11_13-06-09-MWL-Ex(750)-Em(830)_Frgrnd,03/11/2021,13:07:38,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d245_2021-05-13_14-02-21-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,14:03:50,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d245_2021-05-13_14-05-17-MWL-Ex(750)-Em(830)_Frgrnd,05/13/2021,14:06:45,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d29_2020-10-07_14-24-40-MWL-Ex(750)-Em(830)_Frgrnd,10/07/2020,14:26:09,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d29_2020-10-07_14-28-30-MWL-Ex(750)-Em(830)_Frgrnd,10/07/2020,14:29:59,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d57_2020-11-03_14-08-03-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,14:09:31,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d57_2020-11-03_14-14-05-MWL-Ex(750)-Em(830)_Frgrnd,11/03/2020,14:15:33,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d70_2020-11-17_18-26-17-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,18:27:45,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d70_2020-11-17_18-30-39-MWL-Ex(750)-Em(830)_Frgrnd,11/17/2020,18:32:08,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d85_2020-12-03_15-06-05-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,15:07:34,Frgrnd
utery_07_i2_polymer_vsechny_p_bok_d85_2020-12-03_15-09-11-MWL-Ex(750)-Em(830)_Frgrnd,12/03/2020,15:10:39,Frgrnd
utery_08_f1_polymer_mys01_bricho_00h_2020-09-08_12-47-40-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,12:49:04,Frgrnd
utery_08_f1_polymer_mys01_bricho_05h_2020-09-08_18-21-16-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,18:22:35,Frgrnd
utery_08_f1_polymer_mys01_l_bok_00h_2020-09-08_12-50-59-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,12:52:28,Frgrnd
utery_08_f1_polymer_mys01_l_bok_05h_2020-09-08_18-23-54-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,18:25:23,Frgrnd
utery_08_f1_polymer_mys01_p_bok_00h_2020-09-08_12-53-55-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,12:55:23,Frgrnd
utery_08_f1_polymer_mys01_p_bok_00h_2020-09-08_12-56-47-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,12:58:15,Frgrnd
utery_08_f1_polymer_mys01_p_bok_05h_2020-09-08_18-27-54-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,18:29:23,Frgrnd
utery_08_f1_polymer_mys01_p_bok_05h_2020-09-08_18-30-37-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,18:32:05,Frgrnd
utery_08_f1_polymer_mys02_bricho_00h_2020-09-08_13-46-17-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,13:47:41,Frgrnd
utery_08_f1_polymer_mys02_bricho_05h_2020-09-08_18-56-18-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,18:57:47,Frgrnd
utery_08_f1_polymer_mys02_l_bok_00h_2020-09-08_13-49-20-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,13:50:49,Frgrnd
utery_08_f1_polymer_mys02_l_bok_05h_2020-09-08_18-59-02-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,19:00:31,Frgrnd
utery_08_f1_polymer_mys02_p_bok_00h_2020-09-08_13-55-29-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,13:56:58,Frgrnd
utery_08_f1_polymer_mys02_p_bok_00h_2020-09-08_13-58-58-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,14:00:26,Frgrnd
utery_08_f1_polymer_mys02_p_bok_05h_2020-09-08_19-01-48-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,19:03:16,Frgrnd
utery_08_f1_polymer_mys02_p_bok_05h_2020-09-08_19-04-27-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,19:05:56,Frgrnd
utery_08_f1_polymer_mys03_bricho_00h_2020-09-08_14-08-08-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,14:09:37,Frgrnd
utery_08_f1_polymer_mys03_bricho_05h_2020-09-08_19-19-38-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,19:21:33,Frgrnd
utery_08_f1_polymer_mys03_l_bok_00h_2020-09-08_14-11-19-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,14:12:48,Frgrnd
utery_08_f1_polymer_mys03_l_bok_05h_2020-09-08_19-23-02-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,19:24:31,Frgrnd
utery_08_f1_polymer_mys03_p_bok_00h_2020-09-08_14-17-26-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,14:18:55,Frgrnd
utery_08_f1_polymer_mys03_p_bok_00h_2020-09-08_14-20-42-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,14:22:11,Frgrnd
utery_08_f1_polymer_mys03_p_bok_05h_2020-09-08_19-26-02-MWL-Ex(750)-Em(830)_Frgrnd,09/08/2020,19:27:30,Frgrnd
